transaction_id,account_id,date,amount,merchant_name,merchant_entity_id,payment_channel,personal_finance_category_primary,personal_finance_category_detailed,pending,iso_currency_code
TXN00000853,ACC-CUST000133-CHECKING-1,2024-03-06,92.74,Internet Provider #196,MERCH000196,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000854,ACC-CUST000148-CREDIT_CARD-2,2024-03-06,49.97,Uber #136,MERCH000136,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000855,ACC-CUST000163-CREDIT_CARD-1,2024-03-06,53.34,Theme Park #103,MERCH000103,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000856,ACC-CUST000149-CREDIT_CARD-2,2024-03-06,32.67,eBay #172,MERCH000172,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000857,ACC-CUST000072-CREDIT_CARD-2,2024-03-06,-3.61,Service #166,MERCH000166,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000858,ACC-CUST000200-CREDIT_CARD-2,2024-03-06,121.51,Best Buy #151,MERCH000151,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000859,ACC-CUST000095-CHECKING-1,2024-03-06,197.37,Medical Center #006,MERCH000006,other,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000860,ACC-CUST000008-CREDIT_CARD-1,2024-03-06,27.64,Metro Transit #043,MERCH000043,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000861,ACC-CUST000075-CHECKING-1,2024-03-07,89.51,Online Store #044,MERCH000044,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000862,ACC-CUST000026-CHECKING-1,2024-03-07,149.92,Safeway #118,MERCH000118,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000863,ACC-CUST000026-CHECKING-1,2024-03-07,47.75,Lyft #080,MERCH000080,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000864,ACC-CUST000054-CHECKING-1,2024-03-07,156.24,Taxi #023,MERCH000023,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000865,ACC-CUST000013-CHECKING-1,2024-03-07,20.55,Water Utility #144,MERCH000144,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000866,ACC-CUST000143-CHECKING-1,2024-03-07,13.47,Electric Company #009,MERCH000009,other,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000867,ACC-CUST000016-CHECKING-1,2024-03-07,23.5,Uber #137,MERCH000137,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000868,ACC-CUST000039-CREDIT_CARD-2,2024-03-07,34.51,Whole Foods #186,MERCH000186,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000869,ACC-CUST000020-CHECKING-1,2024-03-07,156.86,Exxon #193,MERCH000193,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000870,ACC-CUST000015-CHECKING-1,2024-03-07,22.63,Target #059,MERCH000059,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000871,ACC-CUST000052-CHECKING-2,2024-03-08,48.63,Netflix #151,MERCH000151,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000872,ACC-CUST000125-CHECKING-1,2024-03-08,99.58,General Store #069,MERCH000069,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000873,ACC-CUST000193-CREDIT_CARD-1,2024-03-08,52.85,General Store #147,MERCH000147,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000874,ACC-CUST000174-CHECKING-1,2024-03-08,20.22,Clinic #035,MERCH000035,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000875,ACC-CUST000174-CHECKING-1,2024-03-08,9.22,Best Buy #097,MERCH000097,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000876,ACC-CUST000034-CREDIT_CARD-2,2024-03-08,112.04,Concert Hall #183,MERCH000183,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000877,ACC-CUST000052-CHECKING-2,2024-03-08,11.56,Walgreens #110,MERCH000110,other,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000878,ACC-CUST000016-CREDIT_CARD-2,2024-03-08,-14.84,Walgreens #040,MERCH000040,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000879,ACC-CUST000151-CHECKING-2,2024-03-08,34.26,Spotify #142,MERCH000142,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000880,ACC-CUST000016-CHECKING-1,2024-03-08,117.15,Etsy #084,MERCH000084,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000881,ACC-CUST000120-CREDIT_CARD-2,2024-03-08,199.83,BP #116,MERCH000116,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000882,ACC-CUST000050-CREDIT_CARD-2,2024-03-08,107.56,Etsy #013,MERCH000013,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000883,ACC-CUST000048-CREDIT_CARD-2,2024-03-08,111.36,BP #053,MERCH000053,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000884,ACC-CUST000198-CHECKING-1,2024-03-08,322.46,eBay #080,MERCH000080,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000885,ACC-CUST000148-CHECKING-1,2024-03-08,20.56,Merchant #095,MERCH000095,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000886,ACC-CUST000162-CREDIT_CARD-2,2024-03-08,22.35,Service #039,MERCH000039,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000887,ACC-CUST000125-CREDIT_CARD-2,2024-03-09,-6.52,Kroger #084,MERCH000084,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000888,ACC-CUST000173-CHECKING-1,2024-03-09,205.88,Spotify #121,MERCH000121,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000889,ACC-CUST000138-CHECKING-2,2024-03-09,16.53,Gas Company #065,MERCH000065,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000890,ACC-CUST000191-CREDIT_CARD-2,2024-03-09,-4.6,Taco Bell #184,MERCH000184,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000891,ACC-CUST000054-CREDIT_CARD-2,2024-03-09,-33.77,76 #040,MERCH000040,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000892,ACC-CUST000130-CHECKING-2,2024-03-09,129.58,Vendor #174,MERCH000174,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000893,ACC-CUST000143-CHECKING-1,2024-03-09,37.69,Walgreens #135,MERCH000135,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000894,ACC-CUST000082-CHECKING-1,2024-03-09,461.29,Bus Line #045,MERCH000045,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000895,ACC-CUST000175-CHECKING-1,2024-03-09,26.55,Home Depot #022,MERCH000022,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000896,ACC-CUST000197-CHECKING-1,2024-03-09,15.77,Lyft #135,MERCH000135,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000897,ACC-CUST000110-CHECKING-2,2024-03-10,36.35,Metro Transit #122,MERCH000122,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000898,ACC-CUST000081-CHECKING-2,2024-03-10,36.13,Spotify #052,MERCH000052,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000899,ACC-CUST000105-CREDIT_CARD-2,2024-03-10,36.97,Safeway #100,MERCH000100,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000900,ACC-CUST000169-CREDIT_CARD-2,2024-03-10,15.34,Starbucks #068,MERCH000068,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000901,ACC-CUST000138-CREDIT_CARD-1,2024-03-10,-49.34,Best Buy #198,MERCH000198,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000902,ACC-CUST000013-CHECKING-1,2024-03-10,43.29,Target #067,MERCH000067,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000903,ACC-CUST000118-CHECKING-1,2024-03-10,11.77,Taco Bell #003,MERCH000003,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000904,ACC-CUST000005-CREDIT_CARD-1,2024-03-10,61.17,CVS Pharmacy #058,MERCH000058,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000905,ACC-CUST000151-CHECKING-2,2024-03-10,21.75,McDonald's #120,MERCH000120,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000906,ACC-CUST000070-CREDIT_CARD-2,2024-03-10,36.66,Movie Theater #195,MERCH000195,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000907,ACC-CUST000105-CREDIT_CARD-2,2024-03-10,-40.85,Online Store #100,MERCH000100,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000908,ACC-CUST000153-CREDIT_CARD-2,2024-03-10,89.94,Walmart #182,MERCH000182,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000909,ACC-CUST000013-CHECKING-1,2024-03-10,82.81,Movie Theater #009,MERCH000009,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000910,ACC-CUST000032-CHECKING-2,2024-03-11,34.8,Walmart #182,MERCH000182,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000911,ACC-CUST000085-CHECKING-2,2024-03-11,22.82,Hospital #179,MERCH000179,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000912,ACC-CUST000045-CHECKING-2,2024-03-11,24.08,General Store #016,MERCH000016,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000913,ACC-CUST000070-CHECKING-1,2024-03-11,33.89,Internet Provider #012,MERCH000012,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000914,ACC-CUST000200-CHECKING-1,2024-03-11,155.43,Mobil #102,MERCH000102,other,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000915,ACC-CUST000158-CREDIT_CARD-2,2024-03-11,19.57,Merchant #148,MERCH000148,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000916,ACC-CUST000175-CREDIT_CARD-2,2024-03-11,40.52,Target #181,MERCH000181,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000917,ACC-CUST000189-CREDIT_CARD-1,2024-03-11,9.65,Target #031,MERCH000031,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000918,ACC-CUST000071-CHECKING-1,2024-03-11,135.45,Movie Theater #021,MERCH000021,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000919,ACC-CUST000058-CREDIT_CARD-2,2024-03-11,31.64,McDonald's #131,MERCH000131,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000920,ACC-CUST000045-CREDIT_CARD-1,2024-03-11,29.1,Amazon #021,MERCH000021,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000921,ACC-CUST000159-CHECKING-1,2024-03-11,77.22,Shopify #092,MERCH000092,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000922,ACC-CUST000142-CREDIT_CARD-2,2024-03-11,16.68,Taxi #028,MERCH000028,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000923,ACC-CUST000046-CHECKING-1,2024-03-11,134.41,Chevron #133,MERCH000133,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000924,ACC-CUST000076-CHECKING-1,2024-03-12,36.18,Concert Hall #071,MERCH000071,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000925,ACC-CUST000112-CREDIT_CARD-2,2024-03-12,463.71,Whole Foods #197,MERCH000197,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000926,ACC-CUST000116-CREDIT_CARD-2,2024-03-12,13.26,Hospital #073,MERCH000073,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000927,ACC-CUST000175-CREDIT_CARD-2,2024-03-12,44.96,Whole Foods #175,MERCH000175,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000928,ACC-CUST000078-CREDIT_CARD-1,2024-03-12,187.23,Chipotle #148,MERCH000148,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000929,ACC-CUST000180-CHECKING-2,2024-03-12,23.11,Kroger #166,MERCH000166,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000930,ACC-CUST000098-CHECKING-1,2024-03-12,-25.08,Uber #116,MERCH000116,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000931,ACC-CUST000147-CREDIT_CARD-2,2024-03-12,44.7,Amazon #165,MERCH000165,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000932,ACC-CUST000187-CREDIT_CARD-1,2024-03-12,51.82,Taco Bell #058,MERCH000058,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000933,ACC-CUST000179-CHECKING-2,2024-03-12,42.54,Gas Company #145,MERCH000145,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000934,ACC-CUST000014-CREDIT_CARD-2,2024-03-12,303.97,Lyft #042,MERCH000042,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000935,ACC-CUST000039-CREDIT_CARD-2,2024-03-12,-6.67,Hospital #097,MERCH000097,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000936,ACC-CUST000106-CHECKING-1,2024-03-12,40.48,Online Store #160,MERCH000160,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000937,ACC-CUST000095-CHECKING-1,2024-03-12,-3.63,Chevron #062,MERCH000062,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000938,ACC-CUST000135-CHECKING-1,2024-03-13,37.51,Kroger #096,MERCH000096,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000939,ACC-CUST000191-CHECKING-1,2024-03-13,28.91,Metro Transit #112,MERCH000112,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000940,ACC-CUST000024-CREDIT_CARD-2,2024-03-13,23.37,Netflix #120,MERCH000120,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000941,ACC-CUST000099-CHECKING-2,2024-03-13,48.05,Amazon #087,MERCH000087,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000942,ACC-CUST000036-CREDIT_CARD-2,2024-03-13,67.65,Internet Provider #149,MERCH000149,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000943,ACC-CUST000176-CHECKING-1,2024-03-13,22.8,Shopify #161,MERCH000161,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000944,ACC-CUST000193-CHECKING-2,2024-03-13,32.4,Best Buy #195,MERCH000195,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000945,ACC-CUST000106-CREDIT_CARD-2,2024-03-13,39.88,Shopify #134,MERCH000134,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000946,ACC-CUST000022-CREDIT_CARD-2,2024-03-13,-11.25,Internet Provider #113,MERCH000113,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000947,ACC-CUST000152-CREDIT_CARD-2,2024-03-13,60.9,Concert Hall #092,MERCH000092,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000948,ACC-CUST000145-CREDIT_CARD-2,2024-03-13,28.49,Merchant #066,MERCH000066,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000949,ACC-CUST000073-CREDIT_CARD-2,2024-03-13,-5.74,General Store #032,MERCH000032,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000950,ACC-CUST000175-CHECKING-1,2024-03-13,49.5,Clinic #064,MERCH000064,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000951,ACC-CUST000197-CHECKING-1,2024-03-13,-18.06,Merchant #154,MERCH000154,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000952,ACC-CUST000121-CREDIT_CARD-1,2024-03-13,20.0,Subway #190,MERCH000190,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000953,ACC-CUST000123-CREDIT_CARD-2,2024-03-14,-20.19,Internet Provider #005,MERCH000005,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000954,ACC-CUST000058-CREDIT_CARD-2,2024-03-14,-8.79,Safeway #139,MERCH000139,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000955,ACC-CUST000129-CREDIT_CARD-2,2024-03-14,29.61,Lyft #128,MERCH000128,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000956,ACC-CUST000097-CREDIT_CARD-1,2024-03-14,72.89,Lowe's #074,MERCH000074,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000957,ACC-CUST000060-CHECKING-2,2024-03-14,32.61,Metro Transit #177,MERCH000177,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000958,ACC-CUST000015-CREDIT_CARD-2,2024-03-14,-54.77,Taxi #092,MERCH000092,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000959,ACC-CUST000051-CHECKING-1,2024-03-14,-5.19,Best Buy #190,MERCH000190,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000960,ACC-CUST000037-CHECKING-2,2024-03-14,71.76,Best Buy #060,MERCH000060,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000961,ACC-CUST000118-CHECKING-1,2024-03-14,67.81,Shopify #002,MERCH000002,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000962,ACC-CUST000132-CREDIT_CARD-2,2024-03-14,135.25,Gas Company #089,MERCH000089,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000963,ACC-CUST000132-CHECKING-1,2024-03-14,-7.07,Theme Park #187,MERCH000187,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000964,ACC-CUST000081-CHECKING-2,2024-03-14,19.63,Walmart #107,MERCH000107,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000965,ACC-CUST000092-CREDIT_CARD-1,2024-03-14,34.05,Movie Theater #115,MERCH000115,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000966,ACC-CUST000161-CREDIT_CARD-1,2024-03-14,73.75,Mobil #076,MERCH000076,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000967,ACC-CUST000106-CHECKING-1,2024-03-14,39.19,Clinic #153,MERCH000153,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000968,ACC-CUST000198-CREDIT_CARD-2,2024-03-14,32.9,Chevron #196,MERCH000196,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000969,ACC-CUST000097-CHECKING-2,2024-03-14,113.0,Hospital #170,MERCH000170,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000970,ACC-CUST000140-CREDIT_CARD-2,2024-03-15,23.62,eBay #076,MERCH000076,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000971,ACC-CUST000013-CREDIT_CARD-2,2024-03-15,43.7,Merchant #199,MERCH000199,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000972,ACC-CUST000140-CREDIT_CARD-2,2024-03-15,55.75,Taxi #183,MERCH000183,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000973,ACC-CUST000168-CREDIT_CARD-1,2024-03-15,362.86,Hospital #166,MERCH000166,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000974,ACC-CUST000191-CHECKING-1,2024-03-15,32.47,Walgreens #171,MERCH000171,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000975,ACC-CUST000200-CHECKING-1,2024-03-15,-3.24,Internet Provider #198,MERCH000198,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000976,ACC-CUST000054-CHECKING-1,2024-03-15,-12.76,General Store #181,MERCH000181,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000977,ACC-CUST000127-CHECKING-1,2024-03-15,22.97,Costco #128,MERCH000128,other,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000978,ACC-CUST000099-CREDIT_CARD-1,2024-03-15,-58.02,Metro Transit #021,MERCH000021,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000979,ACC-CUST000123-CHECKING-1,2024-03-16,22.96,Gas Company #148,MERCH000148,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000980,ACC-CUST000032-CHECKING-2,2024-03-16,44.91,Target #019,MERCH000019,other,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000981,ACC-CUST000169-CHECKING-1,2024-03-16,30.21,Concert Hall #161,MERCH000161,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00000982,ACC-CUST000182-CHECKING-2,2024-03-16,18.62,Merchant #063,MERCH000063,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000983,ACC-CUST000099-CHECKING-2,2024-03-16,23.86,Subway #196,MERCH000196,other,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000984,ACC-CUST000054-CREDIT_CARD-2,2024-03-16,2.79,Walmart #188,MERCH000188,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000985,ACC-CUST000029-CHECKING-1,2024-03-16,39.45,Metro Transit #019,MERCH000019,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00000986,ACC-CUST000142-CREDIT_CARD-2,2024-03-16,54.03,Walmart #113,MERCH000113,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000987,ACC-CUST000066-CHECKING-2,2024-03-16,14.22,Service #156,MERCH000156,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000988,ACC-CUST000182-CREDIT_CARD-1,2024-03-16,19.26,Home Depot #022,MERCH000022,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000989,ACC-CUST000142-CHECKING-1,2024-03-16,8.67,Walmart #051,MERCH000051,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000990,ACC-CUST000138-CHECKING-2,2024-03-16,5.82,Business #088,MERCH000088,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000991,ACC-CUST000121-CHECKING-2,2024-03-16,7.34,CVS Pharmacy #123,MERCH000123,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00000992,ACC-CUST000013-CHECKING-1,2024-03-16,63.56,Taco Bell #063,MERCH000063,other,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000993,ACC-CUST000187-CHECKING-2,2024-03-16,24.18,Internet Provider #062,MERCH000062,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00000994,ACC-CUST000133-CHECKING-1,2024-03-17,40.83,Mobil #157,MERCH000157,other,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000995,ACC-CUST000198-CREDIT_CARD-2,2024-03-17,1042.25,Lowe's #074,MERCH000074,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00000996,ACC-CUST000117-CHECKING-1,2024-03-17,89.91,Kroger #032,MERCH000032,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00000997,ACC-CUST000146-CHECKING-1,2024-03-17,72.61,Chevron #153,MERCH000153,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00000998,ACC-CUST000014-CHECKING-1,2024-03-17,50.32,Subway #144,MERCH000144,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00000999,ACC-CUST000133-CHECKING-1,2024-03-17,-69.93,Business #015,MERCH000015,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00001000,ACC-CUST000149-CREDIT_CARD-2,2024-03-17,113.89,Electric Company #187,MERCH000187,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00001001,ACC-CUST000151-CREDIT_CARD-1,2024-03-17,80.89,Concert Hall #048,MERCH000048,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00001002,ACC-CUST000149-CHECKING-1,2024-03-17,32.95,Walmart #018,MERCH000018,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00001003,ACC-CUST000044-CHECKING-1,2024-03-17,19.45,Taxi #023,MERCH000023,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00001004,ACC-CUST000197-CHECKING-1,2024-03-17,151.01,Walgreens #055,MERCH000055,online,GENERAL_SERVICES,HEALTHCARE,False,USD
TXN00001005,ACC-CUST000199-CHECKING-2,2024-03-17,79.08,Costco #042,MERCH000042,online,GENERAL_MERCHANDISE,GROCERIES,False,USD
TXN00001006,ACC-CUST000016-CHECKING-1,2024-03-17,27.02,eBay #131,MERCH000131,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00001007,ACC-CUST000189-CHECKING-2,2024-03-17,-16.1,Water Utility #199,MERCH000199,online,GENERAL_SERVICES,UTILITIES,False,USD
TXN00001008,ACC-CUST000056-CHECKING-1,2024-03-18,-7.56,Taco Bell #103,MERCH000103,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00001009,ACC-CUST000143-CREDIT_CARD-2,2024-03-18,70.84,Spotify #052,MERCH000052,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00001010,ACC-CUST000071-CHECKING-1,2024-03-18,39.27,Bus Line #011,MERCH000011,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00001011,ACC-CUST000195-CHECKING-1,2024-03-18,49.29,Lyft #055,MERCH000055,other,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00001012,ACC-CUST000022-CHECKING-1,2024-03-18,83.96,Business #088,MERCH000088,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00001013,ACC-CUST000111-CREDIT_CARD-2,2024-03-18,-35.79,General Store #114,MERCH000114,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
TXN00001014,ACC-CUST000094-CREDIT_CARD-1,2024-03-18,31.5,Taxi #025,MERCH000025,online,TRANSPORTATION,TRANSPORTATION,False,USD
TXN00001015,ACC-CUST000070-CHECKING-1,2024-03-18,33.86,Concert Hall #092,MERCH000092,other,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00001016,ACC-CUST000138-CREDIT_CARD-1,2024-03-18,50.04,Netflix #087,MERCH000087,online,ENTERTAINMENT,ENTERTAINMENT,False,USD
TXN00001017,ACC-CUST000026-CREDIT_CARD-2,2024-03-18,-29.68,Chevron #081,MERCH000081,online,GAS_STATIONS,GAS_STATIONS,False,USD
TXN00001018,ACC-CUST000146-CREDIT_CARD-2,2024-03-18,-2.02,McDonald's #169,MERCH000169,online,FOOD_AND_DRINK,RESTAURANTS,False,USD
TXN00001019,ACC-CUST000197-CHECKING-1,2024-03-18,22.05,Shopify #165,MERCH000165,online,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE,False,USD
